ID;ADDRESS;STREET;STREET NO;ZIP;CITY_POST;CITY;region2;poviat;region3;subreg;coords.x1;coords.x2;LEGAL_FORM1;LEGAL_FORM2;OWNERSHIP;PKD7;SEC_PKD7;GR_EMPL;empl
163295;21-400 £uków £uków ul. Miêdzyrzecka 72C;ul. Miêdzyrzecka;72C;21-400;£uków;£uków;powiat ³ukowski;powiat �ukowski;£uków;4;22,38792189;51,93319374;9;99;214;5610B;I;1;5
224586;21-302 K¹kolewnica Wschodnia Brzozowica Du¿a   177;NA;177;21-302;K¹kolewnica Wschodnia;Brzozowica Du¿a;powiat radzyñski;powiat radzy�ski;gmina K¹kolewnica;1;22,6166667;51,95000001;9;99;214;0150Z;A;1;5
129263;21-080 Garbów Przybys³awice   136;NA;136;21-080;Garbów;Przybys³awice;powiat lubelski;powiat lubelski;gmina Garbów;3;22,27945585;51,36570189;9;99;214;0150Z;A;1;5
135037;24-150 Na³êczów Mi³ocin   31;NA;31;24-150;Na³êczów;Mi³ocin;powiat lubelski;powiat lubelski;gmina Jastków;3;22,31269998;51,27669999;9;99;214;0150Z;A;1;5
93045;23-210 Kranik Kranik ul. gen. W³adys³awa Sikorskiego 16;ul. gen. W³adys³awa Sikorskiego;16;23-210;Kranik;Kranik;powiat kranicki;powiat kra�nicki;Kranik;4;22,15720459;50,96238502;9;99;214;0150Z;A;1;5
148932;20-258 Lublin Wólka   22;NA;22;20-258;Lublin;Wólka;powiat lubelski;powiat lubelski;gmina Wólka;3;22,63854049;51,26367003;9;99;214;0150Z;A;1;5
240878;21-040 widnik widnik ul. Modrzewiowa 7A;ul. Modrzewiowa;7A;21-040;widnik;widnik;powiat widnicki;powiat �widnicki;widnik;3;22,70174802;51,2113796;2;85;214;6832Z;L;1;5
41417;22-100 Che³m Pokrówka ul. Majowa 29;ul. Majowa;29;22-100;Che³m;Pokrówka;Che³m;powiat che�mski;gmina Che³m;2;23,46722062;51,11391247;9;99;214;0150Z;A;1;5
196754;21-200 Parczew Parczew ul. ¯abia 1;ul. ¯abia;1;21-200;Parczew;Parczew;powiat parczewski;powiat parczewski;gmina Parczew;1;22,89999281;51,63975507;9;99;214;4752Z;G;1;5
124807;24-200 Be³¿yce Babin   174;NA;174;24-200;Be³¿yce;Babin;powiat lubelski;powiat lubelski;gmina Be³¿yce;3;22,33660999;51,17134;9;99;214;0150Z;A;1;5
27591;23-440 Frampol Frampol ul. Orzechowa 46;ul. Orzechowa;46;23-440;Frampol;Frampol;powiat bi³gorajski;powiat bi�gorajski;gmina Frampol;2;22,67409069;50,67243259;9;99;214;8623Z;Q;1;5
57912;22-523 Horod³o Zosin   56;NA;56;22-523;Horod³o;Zosin;powiat hrubieszowski;powiat hrubieszowski;gmina Horod³o;2;24,12916256;50,85753422;9;99;214;4711Z;G;1;5
201869;24-100 Pu³awy Pu³awy ul. Hugona Ko³³¹taja 18;ul. Hugona Ko³³¹taja;18;24-100;Pu³awy;Pu³awy;powiat pu³awski;powiat pu�awski;Pu³awy;4;21,95246894;51,41973831;2;19;214;4339Z;F;1;5
217092;24-122 Góra Pu³awska Leokadiów   18A;NA;18A;24-122;Góra Pu³awska;Leokadiów;powiat pu³awski;powiat pu�awski;gmina Pu³awy;4;21,93299819;51,41027976;9;99;214;0150Z;A;1;5
96269;23-251 Dzierzkowice-Rynek Dzierzkowice-Zastawie   154;NA;154;23-251;Dzierzkowice-Rynek;Dzierzkowice-Zastawie;powiat kranicki;powiat kra�nicki;gmina Dzierzkowice;4;22,03516188;50,97837239;9;99;214;0150Z;A;1;5
196390;21-200 Parczew Parczew ul. Adama Mickiewicza 3;ul. Adama Mickiewicza;3;21-200;Parczew;Parczew;powiat parczewski;powiat parczewski;gmina Parczew;1;22,89858544;51,63809831;9;99;214;0150Z;A;1;5
71225;23-302 Godziszów Godziszów Drugi   19;NA;19;23-302;Godziszów;Godziszów Drugi;powiat janowski;powiat janowski;gmina Godziszów;4;22,49484957;50,7491634;9;99;214;4711Z;G;1;5
336233;20-115 Lublin Lublin ul. Lubartowska 14;ul. Lubartowska;14;20-115;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,56723204;51,25085387;9;99;214;4771Z;G;1;5
367661;22-400 Zamoæ Zamoæ ul. Brzozowa 19B;ul. Brzozowa;19B;22-400;Zamoæ;Zamoæ;Zamoæ;powiat Zamo��;Zamoæ;2;23,25443363;50,73865539;9;99;214;0150Z;A;1;5
304839;22-100 Che³m Che³m ul. Lwowska 14A;ul. Lwowska;14A;22-100;Che³m;Che³m;Che³m;powiat Che�m;Che³m;2;23,47141153;51,13103376;2;401;111;8411Z;O;1;5
237968;08-500 Ryki Stara D¹bia   49;NA;49;08-500;Ryki;Stara D¹bia;powiat rycki;powiat rycki;gmina Ryki;4;21,89668999;51,65397999;9;99;214;4211Z;F;1;5
221972;21-345 Borki Tchórzew   32A;NA;32A;21-345;Borki;Tchórzew;powiat radzyñski;powiat radzy�ski;gmina Borki;1;22,55125021;51,68016059;9;99;214;0150Z;A;1;5
110625;21-143 Abramów Abramów ul. Cicha 7;ul. Cicha;7;21-143;Abramów;Abramów;powiat bi³gorajski;powiat bi�gorajski;gmina Goraj;2;22,6992437;50,69838129;9;99;214;0150Z;A;1;5
72641;23-300 Janów Lubelski Janów Lubelski ul. ks. Skorupki 9;ul. ks. Skorupki;9;23-300;Janów Lubelski;Janów Lubelski;powiat janowski;powiat janowski;gmina Janów Lubelski;4;22,4202002;50,70833338;2;429;113;9311Z;R;2;30
19350;21-512 Zalesie Dobryñ-Kolonia   18;NA;18;21-512;Zalesie;Dobryñ-Kolonia;powiat bialski;powiat bialski;gmina Zalesie;1;23,48737208;52,07371206;9;99;214;0150Z;A;1;5
53486;22-360 Rejowiec Hruszów   72;NA;72;22-360;Rejowiec;Hruszów;powiat che³mski;powiat che�mski;gmina Rejowiec;2;23,24296773;51,08101428;9;99;214;0150Z;A;1;5
157212;21-020 Milejów Zgni³a Struga   6A;NA;6A;21-020;Milejów;Zgni³a Struga;powiat ³êczyñski;powiat ��czy�ski;gmina Milejów;3;23,03225403;51,21650289;9;99;214;0150Z;A;1;5
106329;23-213 Zakrzówek Majdan-Grabina   83;NA;83;23-213;Zakrzówek;Majdan-Grabina;powiat kranicki;powiat kra�nicki;gmina Zakrzówek;4;22,40592579;50,92199096;9;99;214;0150Z;A;1;5
193775;21-211 Dêbowa K³oda Stêpków   69;NA;69;21-211;Dêbowa K³oda;Stêpków;powiat parczewski;powiat parczewski;gmina Dêbowa K³oda;1;22,95124288;51,61005281;9;99;214;4791Z;G;1;5
243931;21-040 widnik widnik ul. Akacjowa 6;ul. Akacjowa;6;21-040;widnik;widnik;powiat widnicki;powiat �widnicki;widnik;3;22,70832001;51,21224997;9;99;214;4799Z;G;1;5
102622;23-250 Urzêdów Wierzbica   40;NA;40;23-250;Urzêdów;Wierzbica;powiat kranicki;powiat kra�nicki;gmina Urzêdów;4;22,12200285;50,99418115;9;99;214;0150Z;A;1;5
256566;22-610 Krynice Krynice   123;NA;123;22-610;Krynice;Krynice;powiat tomaszowski;powiat tomaszowski;gmina Krynice;2;23,38418;50,57315997;9;99;214;4799Z;G;1;5
86323;22-351 £opiennik Górny Nowiny   53;NA;53;22-351;£opiennik Górny;Nowiny;powiat krasnostawski;powiat krasnostawski;gmina £opiennik Górny;2;22,95497996;51,01217996;9;99;214;0150Z;A;1;5
181721;24-350 Chodel Granice   32;NA;32;24-350;Chodel;Granice;powiat opolski;powiat opolski;gmina Chodel;4;22,13456002;51,11253097;9;99;214;0150Z;A;1;5
340804;20-113 Lublin Lublin ul. Archidiakoñska 7;ul. Archidiakoñska;7;20-113;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,569613;51,24837386;2;429;113;8730Z;Q;2;30
332549;20-465 Lublin Lublin ul. Lwowska 22;ul. Lwowska;22;20-465;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,57858145;51,25668319;9;99;214;0150Z;A;1;5
40904;22-100 Che³m Strupin Du¿y   265;NA;265;22-100;Che³m;Strupin Du¿y;powiat che³mski;powiat che�mski;gmina Che³m;2;23,51963741;51,08804649;9;99;214;0111Z;A;1;5
43543;22-175 Dorohusk Okopy-Kolonia   66;NA;66;22-175;Dorohusk;Okopy-Kolonia;powiat che³mski;powiat che�mski;gmina Dorohusk;2;23,75712547;51,1754519;9;99;214;0150Z;A;1;5
119783;21-110 Ostrów Lubelski Ostrów Lubelski ul. Czerwonego Krzy¿a 18;ul. Czerwonego Krzy¿a;18;21-110;Ostrów Lubelski;Ostrów Lubelski;powiat lubartowski;powiat lubartowski;gmina Ostrów Lubelski;3;22,85457744;51,49431686;9;99;214;4939Z;H;1;5
234532;08-503 Nowodwór Nowodwór   71A;NA;71A;08-503;Nowodwór;Nowodwór;powiat rycki;powiat rycki;gmina Nowodwór;4;22,10095997;51,63862999;2;429;113;8899Z;Q;1;5
40369;22-151 Staw Staw   152;NA;152;22-151;Staw;Staw;powiat che³mski;powiat che�mski;gmina Che³m;2;23,39209272;51,18647639;9;99;214;0150Z;A;1;5
311653;22-100 Che³m Che³m al. I Armii Wojska Polskiego 41A;al. I Armii Wojska Polskiego;41A;22-100;Che³m;Che³m;Che³m;powiat Che�m;Che³m;2;23,48333306;51,12818431;9;99;214;9602Z;S;1;5
155447;21-010 £êczna £êczna ul. Obroñców Pokoju 5;ul. Obroñców Pokoju;5;21-010;£êczna;£êczna;powiat ³êczyñski;powiat ��czy�ski;gmina £êczna;3;22,89344405;51,29449963;9;99;214;0150Z;A;1;5
51948;22-114 ¯mud Klesztów   45;NA;45;22-114;¯mud;Klesztów;powiat che³mski;powiat che�mski;gmina ¯mud;2;23,71802109;51,03602577;9;99;214;0150Z;A;1;5
206492;24-100 Pu³awy Pu³awy ul. Piaskowa 7;ul. Piaskowa;7;24-100;Pu³awy;Pu³awy;powiat pu³awski;powiat pu�awski;Pu³awy;4;21,95384562;51,42042045;9;99;216;4789Z;G;1;5
346126;20-554 Lublin Lublin ul. U³anów 25;ul. U³anów;25;20-554;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,50625635;51,2374609;9;99;214;6820Z;L;1;5
91024;23-200 Kranik Kranik ul. Ró¿ana 2;ul. Ró¿ana;2;23-200;Kranik;Kranik;powiat kranicki;powiat kra�nicki;Kranik;4;22,17516279;50,95888429;9;99;214;4711Z;G;1;5
142409;21-025 Niemce Niemce   105A;NA;105A;21-025;Niemce;Niemce;powiat lubelski;powiat lubelski;gmina Niemce;3;22,62841935;51,3602767;2;19;214;5210B;H;1;5
324349;20-468 Lublin Lublin ul. Leona Kruczkowskiego 18;ul. Leona Kruczkowskiego;18;20-468;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,56881739;51,21475144;9;99;214;6201Z;J;1;5
93506;23-200 Kranik Kranik ul. Obona 38;ul. Obona;38;23-200;Kranik;Kranik;powiat kranicki;powiat kra�nicki;Kranik;4;22,2139233;50,92517532;9;99;214;6622Z;K;1;5
228040;21-300 Radzyñ Podlaski Bedlno   9;NA;9;21-300;Radzyñ Podlaski;Bedlno;powiat radzyñski;powiat radzy�ski;Radzyñ Podlaski;1;22,62088177;51,78272528;9;99;214;4399Z;F;1;5
169378;21-400 £uków Go³aszyn   51C;NA;51C;21-400;£uków;Go³aszyn;powiat ³ukowski;powiat �ukowski;gmina £uków;4;22,36502999;51,96629001;9;99;214;0150Z;A;1;5
171070;21-400 £uków Siêciaszka Druga   23A;NA;23A;21-400;£uków;Siêciaszka Druga;powiat ³ukowski;powiat �ukowski;gmina £uków;4;22,29642385;51,91135631;9;99;214;0150Z;A;1;5
145825;23-109 Pszczela Wola Osmolice Drugie   104;NA;104;23-109;Pszczela Wola;Osmolice Drugie;powiat lubelski;powiat lubelski;gmina Strzy¿ewice;3;22,45931276;51,1260402;9;99;214;0150Z;A;1;5
255490;22-664 Jarczów Wola Gródecka   28;NA;28;22-664;Jarczów;Wola Gródecka;powiat tomaszowski;powiat tomaszowski;gmina Jarczów;2;23,63261367;50,48296949;9;99;214;4941Z;H;1;5
73929;23-300 Janów Lubelski Momoty Dolne   63;NA;63;23-300;Janów Lubelski;Momoty Dolne;powiat janowski;powiat janowski;gmina Janów Lubelski;4;22,38651473;50,61063388;9;99;214;0150Z;A;1;5
76947;22-300 Krasnystaw Krasnystaw pl. 3 Maja 14;pl. 3 Maja;14;22-300;Krasnystaw;Krasnystaw;powiat krasnostawski;powiat krasnostawski;Krasnystaw;2;23,17385996;50,98404001;9;99;214;1392Z;C;1;5
246851;21-050 Piaski Piaski ul. Ignacego Krasickiego 2;ul. Ignacego Krasickiego;2;21-050;Piaski;Piaski;powiat widnicki;powiat �widnicki;gmina Piaski;3;22,83665998;51,13963999;9;99;214;0150Z;A;1;5
290352;22-460 Szczebrzeszyn Szczebrzeszyn ul. Partyzantów 4;ul. Partyzantów;4;22-460;Szczebrzeszyn;Szczebrzeszyn;powiat zamojski;powiat zamojski;gmina Szczebrzeszyn;2;22,97759873;50,69595252;9;99;214;0150Z;A;1;5
359671;20-538 Lublin Lublin ul. Jutrzenki 10;ul. Jutrzenki;10;20-538;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,52080487;51,22936382;9;99;214;5610A;I;1;5
157958;21-020 Milejów Zalesie   33;NA;33;21-020;Milejów;Zalesie;powiat ³êczyñski;powiat ��czy�ski;gmina Milejów;3;22,85158998;51,2349755;9;99;214;0150Z;A;1;5
256290;22-610 Krynice Antoniówka   66;NA;66;22-610;Krynice;Antoniówka;powiat tomaszowski;powiat tomaszowski;gmina Krynice;2;23,36478995;50,56533;9;99;214;0150Z;A;1;5
54332;22-500 Hrubieszów Hrubieszów ul. Zamojska 175C;ul. Zamojska;175C;22-500;Hrubieszów;Hrubieszów;powiat hrubieszowski;powiat hrubieszowski;Hrubieszów;2;23,88556623;50,78839568;9;99;214;4789Z;G;1;5
133739;23-114 Jab³onna Pierwsza Jab³onna Druga   162;NA;162;23-114;Jab³onna Pierwsza;Jab³onna Druga;powiat lubelski;powiat lubelski;gmina Jab³onna;3;22,56463996;51,08289998;9;99;214;0150Z;A;1;5
189727;24-300 Opole Lubelskie El¿bieta-Kolonia   91;NA;91;24-300;Opole Lubelskie;El¿bieta-Kolonia;powiat opolski;powiat opolski;gmina Opole Lubelskie;4;21,94638003;51,13320001;9;99;214;0150Z;A;1;5
150384;23-145 Wysokie Zab³ocie   7;NA;7;23-145;Wysokie;Zab³ocie;powiat lubelski;powiat lubelski;gmina Wysokie;3;22,66500127;50,90966729;9;99;214;0150Z;A;1;5
325837;20-043 Lublin Lublin al. Rac³awickie 34 M 54;al. Rac³awickie;34 M 54;20-043;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,52712515;51,25132877;1;117;215;7112Z;M;1;5
20509;23-400 Bi³goraj Bi³goraj ul. Boles³awa Prusa 39;ul. Boles³awa Prusa;39;23-400;Bi³goraj;Bi³goraj;powiat bi³gorajski;powiat bi�gorajski;Bi³goraj;2;22,71956503;50,5271316;1;140;215;1412Z;C;3;150
308815;22-100 Che³m Che³m ul. ¯o³nierska 9;ul. ¯o³nierska;9;22-100;Che³m;Che³m;Che³m;powiat Che�m;Che³m;2;23,45214249;51,14409929;9;99;214;0150Z;A;1;5
202887;24-100 Pu³awy Pu³awy al. Królewska 19;al. Królewska;19;24-100;Pu³awy;Pu³awy;powiat pu³awski;powiat pu�awski;Pu³awy;4;21,96479509;51,41516838;1;172;215;9420Z;S;1;5
149004;20-258 Lublin widnik Du¿y Drugi   62;NA;62;20-258;Lublin;widnik Du¿y Drugi;powiat lubelski;powiat lubelski;gmina Wólka;3;22,69252996;51,24146998;9;99;214;0150Z;A;1;5
238111;08-500 Ryki Budki-Rososz   5;NA;5;08-500;Ryki;Budki-Rososz;powiat rycki;powiat rycki;gmina Ryki;4;21,99338995;51,67282;9;99;214;0150Z;A;1;5
338305;20-485 Lublin Lublin ul. Jana Samsonowicza 21;ul. Jana Samsonowicza;21;20-485;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,547554;51,20974251;9;99;214;0150Z;A;1;5
79829;22-355 Fajs³awice Fajs³awice   166;NA;166;22-355;Fajs³awice;Fajs³awice;powiat krasnostawski;powiat krasnostawski;gmina Fajs³awice;2;22,97761876;51,10543586;9;99;214;0150Z;A;1;5
11429;21-564 T³uciec ¯abce   100;NA;100;21-564;T³uciec;¯abce;powiat bialski;powiat bialski;gmina Miêdzyrzec Podlaski;1;22,7080383;52,03067677;9;99;214;0143Z;A;1;5
152563;21-070 Cyców Malinówka   71;NA;71;21-070;Cyców;Malinówka;powiat ³êczyñski;powiat ��czy�ski;gmina Cyców;3;23,07303997;51,26941997;9;99;214;0150Z;A;1;5
301012;21-500 Bia³a Podlaska Bia³a Podlaska ul. Ch³odna 13;ul. Ch³odna;13;21-500;Bia³a Podlaska;Bia³a Podlaska;Bia³a Podlaska;powiat Bia�a Podlaska;Bia³a Podlaska;1;23,10072702;52,02205451;9;99;214;0150Z;A;1;5
248681;21-050 Piaski Emilianów   12;NA;12;21-050;Piaski;Emilianów;powiat widnicki;powiat �widnicki;gmina Piaski;3;22,82219997;51,16339;9;99;214;0150Z;A;1;5
113343;21-132 Kamionka Syry   94;NA;94;21-132;Kamionka;Syry;powiat lubartowski;powiat lubartowski;gmina Kamionka;3;22,38727003;51,44078;9;99;214;0150Z;A;1;5
4984;21-570 Drelów ¯erocin   10;NA;10;21-570;Drelów;¯erocin;powiat bialski;powiat bialski;gmina Drelów;1;22,89449998;51,94910997;9;99;214;0150Z;A;1;5
100236;23-225 Szastarka Wojciechów-Kolonia   10;NA;10;23-225;Szastarka;Wojciechów-Kolonia;powiat kranicki;powiat kra�nicki;gmina Szastarka;4;22,33401673;50,85436536;9;99;214;0150Z;A;1;5
94131;27-635 Annopol Annopol ul. Lubelska 2;ul. Lubelska;2;27-635;Annopol;Annopol;powiat kranicki;powiat kra�nicki;gmina Annopol;4;21,86304116;50,88813753;9;99;214;4778Z;G;1;5
94464;23-235 Annopol Kosin   126;NA;126;23-235;Annopol;Kosin;powiat kranicki;powiat kra�nicki;gmina Annopol;4;21,90364034;50,82107924;9;99;214;0150Z;A;1;5
54854;22-500 Hrubieszów Hrubieszów ul. Partyzantów 1F;ul. Partyzantów;1F;22-500;Hrubieszów;Hrubieszów;powiat hrubieszowski;powiat hrubieszowski;Hrubieszów;2;23,89122184;50,80646881;9;99;214;4762Z;G;1;5
3013;21-500 Bia³a Podlaska Dokudów Pierwszy   10;NA;10;21-500;Bia³a Podlaska;Dokudów Pierwszy;powiat bialski;powiat bialski;gmina Bia³a Podlaska;1;23,20158996;51,94880998;9;99;214;0150Z;A;1;5
277091;22-435 Komarów-Osada Antoniówka   20;NA;20;22-435;Komarów-Osada;Antoniówka;powiat zamojski;powiat zamojski;gmina Komarów-Osada;2;23,48191769;50,65759567;9;99;214;0150Z;A;1;5
48288;22-107 Sawin Czu³czyce   71;NA;71;22-107;Sawin;Czu³czyce;powiat che³mski;powiat che�mski;gmina Sawin;2;23,43281039;51,20333156;1;155;215;9499Z;S;1;5
205308;24-100 Pu³awy Pu³awy ul. W³ostowicka 214;ul. W³ostowicka;214;24-100;Pu³awy;Pu³awy;powiat pu³awski;powiat pu�awski;Pu³awy;4;21,98591029;51,3834486;9;99;214;0150Z;A;1;5
75204;23-310 Modliborzyce Stojeszyn Drugi   116;NA;116;23-310;Modliborzyce;Stojeszyn Drugi;powiat janowski;powiat janowski;gmina Modliborzyce;4;22,29657001;50,75634;9;99;214;0150Z;A;1;5
116032;21-100 Lubartów Wandzin   54;NA;54;21-100;Lubartów;Wandzin;powiat lubartowski;powiat lubartowski;gmina Lubartów;3;22,62922002;51,39766999;9;99;214;0150Z;A;1;5
136293;21-030 Motycz Motycz   219A;NA;219A;21-030;Motycz;Motycz;powiat lubelski;powiat lubelski;gmina Konopnica;3;22,36532419;51,24016957;9;99;214;4331Z;F;1;5
281685;22-457 Horyszów Koniuchy   26;NA;26;22-457;Horyszów;Koniuchy;powiat zamojski;powiat zamojski;gmina Mi¹czyn;2;23,61823003;50,72344998;9;99;214;0150Z;A;1;5
210034;24-130 Koñskowola Skowieszyn   61;NA;61;24-130;Koñskowola;Skowieszyn;powiat pu³awski;powiat pu�awski;gmina Koñskowola;4;22,03160796;51,39055759;9;99;214;0150Z;A;1;5
337877;20-609 Lublin Lublin ul. Filaretów 18;ul. Filaretów;18;20-609;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,53343002;51,24212201;9;99;214;4120Z;F;1;5
222336;21-345 Borki Wola Chomejowa   124;NA;124;21-345;Borki;Wola Chomejowa;powiat radzyñski;powiat radzy�ski;gmina Borki;1;22,45042106;51,78181759;9;99;214;0150Z;A;1;5
137716;21-030 Motycz Tereszyn   14;NA;14;21-030;Motycz;Tereszyn;powiat lubelski;powiat lubelski;gmina Konopnica;3;22,4359447;51,20733098;9;99;214;0150Z;A;1;5
98109;23-275 Gocieradów Ukazowy Ulica Dzierzkowska   42;NA;42;23-275;Gocieradów Ukazowy;Ulica Dzierzkowska;powiat kranicki;powiat kra�nicki;gmina Gocieradów;4;21,99722216;50,9136111;9;99;214;0150Z;A;1;5
6598;21-505 Janów Podlaski Jakówki   11;NA;11;21-505;Janów Podlaski;Jakówki;powiat bialski;powiat bialski;gmina Janów Podlaski;1;23,13447593;52,1970795;9;99;214;4120Z;F;1;5
180483;21-426 Wola Mys³owska Dwornia   25;NA;25;21-426;Wola Mys³owska;Dwornia;powiat ³ukowski;powiat �ukowski;gmina Wola Mys³owska;4;21,95560115;51,82673951;9;99;214;0150Z;A;1;5
264680;22-600 Tomaszów Lubelski Rabinówka   -;NA;-;22-600;Tomaszów Lubelski;Rabinówka;powiat tomaszowski;powiat tomaszowski;gmina Tomaszów Lubelski;2;23,37099839;50,42053191;9;99;214;4631Z;G;1;5
296604;21-500 Bia³a Podlaska Bia³a Podlaska ul. Jana III Sobieskiego 1;ul. Jana III Sobieskiego;1;21-500;Bia³a Podlaska;Bia³a Podlaska;Bia³a Podlaska;powiat Bia�a Podlaska;Bia³a Podlaska;1;23,11116885;52,04933746;9;99;214;8621Z;Q;1;5
134278;21-008 Tomaszowice P³ouszowice   29A;NA;29A;21-008;Tomaszowice;P³ouszowice;powiat lubelski;powiat lubelski;gmina Jastków;3;22,40994998;51,27215;9;99;214;0150Z;A;1;5
311166;22-100 Che³m Che³m al. I Armii Wojska Polskiego 13;al. I Armii Wojska Polskiego;13;22-100;Che³m;Che³m;Che³m;powiat Che�m;Che³m;2;23,47997895;51,12693205;9;99;214;4932Z;H;1;5
202329;24-100 Pu³awy Pu³awy ul. Lubelska 2;ul. Lubelska;2;24-100;Pu³awy;Pu³awy;powiat pu³awski;powiat pu�awski;Pu³awy;4;21,96968;51,41610997;9;99;214;9313Z;R;1;5
18826;21-580 Wisznice Marylin   9;NA;9;21-580;Wisznice;Marylin;powiat bialski;powiat bialski;gmina Wisznice;1;23,24801085;51,73206586;9;99;214;0150Z;A;1;5
78296;22-300 Krasnystaw Krasnystaw ul. Waleriana £ukasiñskiego 8;ul. Waleriana £ukasiñskiego;8;22-300;Krasnystaw;Krasnystaw;powiat krasnostawski;powiat krasnostawski;Krasnystaw;2;23,18824998;50,97722999;9;99;214;0150Z;A;1;5
75229;23-310 Modliborzyce Stojeszyn Drugi   28;NA;28;23-310;Modliborzyce;Stojeszyn Drugi;powiat janowski;powiat janowski;gmina Modliborzyce;4;22,27988003;50,75663;9;99;214;0150Z;A;1;5
248904;21-050 Piaski Wierzchowiska Pierwsze   105;NA;105;21-050;Piaski;Wierzchowiska Pierwsze;powiat widnicki;powiat �widnicki;gmina Piaski;3;22,77944996;51,17093998;9;99;214;0150Z;A;1;5
120510;21-110 Ostrów Lubelski Kaznów-Kolonia   19;NA;19;21-110;Ostrów Lubelski;Kaznów-Kolonia;powiat lubartowski;powiat lubartowski;gmina Ostrów Lubelski;3;22,76013995;51,49329591;9;99;214;0150Z;A;1;5
100296;23-225 Szastarka Blinów Drugi   25;NA;25;23-225;Szastarka;Blinów Drugi;powiat kranicki;powiat kra�nicki;gmina Szastarka;4;22,38439012;50,8814258;9;99;214;9602Z;S;1;5
148085;20-258 Lublin Sobianowice   39;NA;39;20-258;Lublin;Sobianowice;powiat lubelski;powiat lubelski;gmina Wólka;3;22,68455334;51,30129694;9;99;214;0150Z;A;1;5
196701;21-200 Parczew Parczew ul. kard. Stefana Wyszyñskiego 18;ul. kard. Stefana Wyszyñskiego;18;21-200;Parczew;Parczew;powiat parczewski;powiat parczewski;gmina Parczew;1;22,90617503;51,63999499;9;99;214;0150Z;A;1;5
267617;22-678 Ulhówek Szczepiatyn   7;NA;7;22-678;Ulhówek;Szczepiatyn;powiat tomaszowski;powiat tomaszowski;gmina Ulhówek;2;23,82769002;50,42577999;9;99;214;0150Z;A;1;5
8609;21-542 Lena Podlaska Lena Podlaska ul. Lipowa 1;ul. Lipowa;1;21-542;Lena Podlaska;Lena Podlaska;powiat bialski;powiat bialski;gmina Lena Podlaska;1;23,02411996;52,13651001;9;99;214;4941Z;H;1;5
83103;22-300 Krasnystaw Za¿ó³kiew   45;NA;45;22-300;Krasnystaw;Za¿ó³kiew;powiat krasnostawski;powiat krasnostawski;gmina Krasnystaw;2;23,11817456;50,96805519;9;99;214;0150Z;A;1;5
173979;21-423 Wandów Wnêtrzne   77;NA;77;21-423;Wandów;Wnêtrzne;powiat ³ukowski;powiat �ukowski;gmina Stanin;4;22,06329999;51,88494001;9;99;214;0150Z;A;1;5
174695;21-422 Stanin Weso³ówka   11;NA;11;21-422;Stanin;Weso³ówka;powiat ³ukowski;powiat �ukowski;gmina Stanin;4;22,20905003;51,87692996;9;99;214;0150Z;A;1;5
347674;20-058 Lublin Lublin ul. Klemensa Junoszy 24;ul. Klemensa Junoszy;24;20-058;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,53881092;51,25430321;9;99;214;0150Z;A;1;5
300784;21-500 Bia³a Podlaska Bia³a Podlaska ul. Obwodowa 7;ul. Obwodowa;7;21-500;Bia³a Podlaska;Bia³a Podlaska;Bia³a Podlaska;powiat Bia�a Podlaska;Bia³a Podlaska;1;23,13255497;52,04291047;9;99;214;2599Z;C;1;5
172572;21-414 Krzówka Ernestynów   6;NA;6;21-414;Krzówka;Ernestynów;powiat ³ukowski;powiat �ukowski;gmina Serokomla;4;22,24642003;51,66659998;9;99;214;0150Z;A;1;5
347567;20-402 Lublin Lublin ul. Betonowa 10;ul. Betonowa;10;20-402;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,54808374;51,2239719;9;99;214;0150Z;A;1;5
133983;21-008 Tomaszowice D¹browica   149;NA;149;21-008;Tomaszowice;D¹browica;powiat lubelski;powiat lubelski;gmina Jastków;3;22,45767001;51,25654;9;99;214;0150Z;A;1;5
274607;22-206 Horostyta Horostyta   95;NA;95;22-206;Horostyta;Horostyta;powiat w³odawski;powiat w�odawski;gmina Wyryki;1;23,2443795;51,591765;1;51;215;9491Z;S;1;5
157831;21-020 Milejów £yso³aje   57;NA;57;21-020;Milejów;£yso³aje;powiat ³êczyñski;powiat ��czy�ski;gmina Milejów;3;22,9449959;51,1930316;9;99;214;0150Z;A;1;5
72806;37-424 Janów Lubelski Janów Lubelski ul. Bialska 3;ul. Bialska;3;37-424;Janów Lubelski;Janów Lubelski;powiat janowski;powiat janowski;gmina Janów Lubelski;4;22,41149265;50,70734211;1;117;215;4673Z;G;1;5
52116;22-114 ¯mud Roztoka   42;NA;42;22-114;¯mud;Roztoka;powiat che³mski;powiat che�mski;gmina ¯mud;2;23,74352228;51,04533839;9;99;214;0150Z;A;1;5
