"","area","prov","sexo","f1_s2_8_1","region","etnia","gedad_meses","f1_s1_1","f1_s1_2","f1_s1_3","f1_s1_4","f1_s1_5","f1_s1_6_1","f1_s1_6_2","f1_s1_6_3","f1_s1_9","f1_s1_11","f1_s1_12","f1_s1_13","f1_s1_21","f1_s1_24","f1_s1_25","f1_s1_42","f1_s1_43","f1_s1_44_1","f1_s1_44_2","f1_s1_44_3","f1_s1_44_4","f1_s1_44_5","f1_s1_44_6","f1_s1_44_7","f1_s1_44_10","f1_s6_1_1","f1_s6_1_2","f1_s6_1_3","dcronica"
"4830","Rural","Pr_07","Mujer","Campesino","Sierra","4","3","Lastrado","Casa","Zinc","Ceramica","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","Tuberia","DentroVivienda","Tuberia","NO","NO","SI","NO","NO","SI","NO","NO","SI","NO","SI","NO","NO","DCI_0"
"11634","Urbano","Pr_13","Hombre","Ninguno","Sierra","3","4","Lastrado","Casa","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","PozoCiego","RedPublica","DentroVivienda","Ebotellada","NO","NO","NO","NO","NO","SI","NO","NO","SI","NO","SI","NO","NO","DCI_0"
"15083","Urbano","Pr_18","Hombre","IESSGen","Costa","3","6","Empedrado","Casa","Asbesto","Ceramica","Hormigon","Regular","Bueno","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"19527","Urbano","Pr_23","Hombre","Ninguno","Costa","3","2","Lastrado","Rancho","Zinc","Tabla","Cania","Regular","Regular","Regular","Gas","Calle","NoTiene","PozoCiego","Pozo","Otro","PozoNoProteg","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","SI","NO","NO","DCI_1"
"10350","Urbano","Pr_12","Mujer","Ninguno","Sierra","3","6","Carretera","Casa","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","SI","SI","SI","SI","NO","NO","NO","NO","NO","DCI_0"
"8758","Rural","Pr_11","Hombre","Ninguno","Costa","3","8","Sendero","Cuarto","Teja","Tierra","Adobe","Malo","Malo","Malo","Gas","Queman","NoTiene","NoTiene","Tuberia","TuberiaFuera","Tuberia","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","SI","SI","SI","DCI_1"
"100","Urbano","Pr_01","Hombre","IESSGen","Costa","3","1","Carretera","Casa","Teja","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","NO","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"14813","Urbano","Pr_17","Mujer","ISSFA","Costa","3","2","Carretera","Casa","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","PozoSeptico","Pozo","DentroVivienda","Ebotellada","NO","NO","SI","SI","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"4394","Rural","Pr_07","Mujer","IESSGen","Sierra","3","2","Lastrado","Casa","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","PozoCiego","RedPublica","DentroVivienda","Ebotellada","NO","NO","SI","NO","SI","SI","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"12596","Urbano","Pr_15","Hombre","Ninguno","Oriente","1","5","Carretera","Mediagua","Zinc","Ceramica","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","SI","NO","NO","DCI_0"
"14584","Urbano","Pr_17","Hombre","Ninguno","Costa","3","1","Lastrado","Casa","Zinc","Marmol","Asbesto","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","NO","NO","SI","SI","SI","SI","SI","SI","SI","NO","DCI_1"
"9166","Rural","Pr_12","Hombre","IESSGen","Sierra","5","2","Lastrado","Casa","Zinc","Cemento","Hormigon","Malo","Malo","Malo","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","TuberiaFueraDentro","Ebotellada","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","SI","NO","NO","DCI_0"
"3100","Rural","Pr_06","Mujer","Ninguno","Costa","3","5","Carretera","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Ebotellada","NO","SI","SI","NO","NO","SI","NO","SI","SI","NO","SI","SI","NO","DCI_0"
"8544","Rural","Pr_11","Hombre","Ninguno","Costa","3","2","Sendero","Mediagua","Teja","Tierra","Adobe","Malo","Malo","Malo","Gas","Queman","NoTiene","PozoSeptico","Rio","Otro","MananNoProteg","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","DCI_0"
"6337","Urbano","Pr_09","Hombre","IESSGen","Sierra","3","6","Carretera","Casa","Zinc","Cemento","Madera","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","NO","SI","NO","SI","SI","SI","SI","SI","SI","NO","NO","NO","DCI_1"
"13991","Rural","Pr_16","Mujer","Ninguno","Oriente","1","1","Sendero","Casa","Zinc","Cemento","Hormigon","Bueno","Bueno","Regular","Lenia","Queman","NoTiene","PozoCiego","RedPublica","TuberiaFueraDentro","Red","NO","NO","SI","NO","NO","NO","NO","NO","SI","NO","SI","SI","SI","DCI_0"
"6903","Urbano","Pr_09","Hombre","Ninguno","Sierra","3","7","Lastrado","Casa","Zinc","Tierra","Hormigon","Malo","Malo","Malo","Gas","Municipio","ExclusivoHogar","PozoCiego","Otro","Otro","Otro","NO","NO","SI","NO","SI","SI","SI","SI","SI","NO","SI","NO","NO","DCI_0"
"17197","Urbano","Pr_21","Hombre","IESSGen","Oriente","1","4","Lastrado","Mediagua","Zinc","Tabla","Madera","Malo","Malo","Malo","Gas","Municipio","NoTiene","Alcantarillado","RedPublica","TuberiaFueraDentro","Red","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","SI","NO","NO","DCI_0"
"16354","Rural","Pr_20","Hombre","IESSGen","Insular","3","6","Carretera","Casa","Zinc","Duela","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Ebotellada","NO","SI","SI","NO","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"3082","Rural","Pr_06","Mujer","ISSFA","Costa","3","8","Lastrado","Casa","Hormigon","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Red","SI","NO","SI","SI","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"19607","Urbano","Pr_23","Mujer","Ninguno","Costa","3","1","Carretera","Casa","Hormigon","Ceramica","Asbesto","Bueno","Regular","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","NO","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","DCI_0"
"7581","Rural","Pr_09","Hombre","Ninguno","Sierra","5","1","Carretera","Casa","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Queman","ExclusivoHogar","PozoSeptico","Pozo","TuberiaFueraDentro","PozoEntubado","NO","NO","SI","NO","SI","SI","NO","NO","SI","NO","NO","NO","NO","DCI_1"
"15735","Urbano","Pr_19","Mujer","IESSGen","Oriente","3","5","Carretera","Depar","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","Tuberia","DentroVivienda","Tuberia","SI","NO","SI","SI","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"18264","Urbano","Pr_23","Mujer","IESSGen","Costa","5","1","Lastrado","Casa","Zinc","Ceramica","Hormigon","Bueno","Regular","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","DCI_0"
"2848","Rural","Pr_05","Mujer","IESSGen","Costa","1","5","Sendero","Casa","Zinc","Cemento","Hormigon","Regular","Malo","Malo","Gas","Queman","ExclusivoHogar","PozoSeptico","Tuberia","TuberiaFueraDentro","Tuberia","NO","NO","SI","SI","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_1"
"19309","Rural","Pr_23","Mujer","Ninguno","Costa","3","2","Carretera","Casa","Zinc","Cemento","Hormigon","Bueno","Bueno","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","SI","SI","NO","NO","SI","NO","NO","SI","NO","NO","NO","NO","DCI_0"
"12483","Rural","Pr_14","Hombre","Ninguno","Oriente","1","8","Lastrado","Rancho","Zinc","Tabla","Madera","Regular","Regular","Regular","Lenia","Queman","ExclusivoHogar","PozoSeptico","Rio","Otro","PozoNoProteg","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","DCI_0"
"8783","Urbano","Pr_11","Hombre","Campesino","Costa","3","6","Carretera","Depar","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","SI","NO","NO","NO","SI","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"10231","Urbano","Pr_12","Mujer","IESSGen","Sierra","3","1","Carretera","Casa","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","TuberiaFueraDentro","Red","NO","SI","SI","NO","SI","NO","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"5765","Rural","Pr_08","Mujer","Ninguno","Sierra","3","7","Lastrado","Casa","Zinc","Tabla","Madera","Regular","Regular","Regular","Lenia","Queman","NoTiene","PozoSeptico","Pozo","Otro","PozoNoProteg","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","DCI_0"
"5560","Rural","Pr_08","Hombre","Ninguno","Sierra","3","8","Rio","Casa","Zinc","Tabla","Madera","Regular","Regular","Regular","Gas","Queman","NoTiene","PozoSeptico","Rio","TuberiaFueraDentro","ManatialProtegida","NO","SI","SI","NO","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"10879","Urbano","Pr_13","Hombre","IESSGen","Sierra","3","1","Carretera","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","DCI_1"
"18062","Rural","Pr_22","Hombre","Ninguno","Oriente","1","8","Lastrado","Casa","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","DCI_0"
"10324","Urbano","Pr_12","Hombre","Ninguno","Sierra","3","6","Carretera","Mediagua","Zinc","Ceramica","Hormigon","Malo","Malo","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Ebotellada","NO","NO","SI","NO","SI","NO","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"6210","Urbano","Pr_09","Mujer","IESSGen","Sierra","3","8","Carretera","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","NO","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","DCI_0"
"6068","Rural","Pr_08","Mujer","Campesino","Sierra","3","4","Lastrado","Rancho","Zinc","Tabla","Madera","Malo","Malo","Malo","Gas","Municipio","ExclusivoHogar","PozoSeptico","Pozo","TuberiaFueraDentro","Ebotellada","NO","SI","SI","NO","NO","SI","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"14054","Urbano","Pr_17","Hombre","Ninguno","Costa","3","4","Carretera","Depar","Hormigon","Duela","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","SI","DCI_0"
"15391","Rural","Pr_18","Hombre","Campesino","Costa","3","8","Carretera","Casa","Hormigon","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","NO","SI","SI","SI","SI","SI","SI","NO","SI","DCI_0"
"9410","Urbano","Pr_12","Mujer","Ninguno","Sierra","3","8","Lastrado","Rancho","Zinc","Tabla","Cania","Malo","Malo","Malo","Gas","Municipio","NoTiene","NoTiene","RedPublica","TuberiaFueraDentro","Red","NO","SI","SI","NO","NO","NO","NO","NO","SI","NO","SI","SI","SI","DCI_0"
"5979","Rural","Pr_08","Hombre","Campesino","Sierra","3","8","Lastrado","Mediagua","Zinc","Tabla","Madera","Regular","Malo","Malo","Gas","Queman","NoTiene","PozoCiego","Pozo","Otro","PozoNoProteg","NO","NO","SI","NO","SI","NO","NO","NO","NO","NO","NO","NO","NO","DCI_0"
"11083","Rural","Pr_13","Hombre","Ninguno","Sierra","4","1","Carretera","Casa","Zinc","Tabla","Madera","Bueno","Bueno","Bueno","Gas","Calle","ExclusivoHogar","PozoCiego","Pozo","Otro","PozoNoProteg","NO","NO","SI","NO","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_1"
"13340","Urbano","Pr_16","Hombre","Ninguno","Oriente","3","4","Empedrado","Cuarto","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","SI","SI","NO","SI","NO","NO","NO","SI","SI","NO","NO","NO","DCI_0"
"10312","Urbano","Pr_12","Hombre","Ninguno","Sierra","3","8","Lastrado","Mediagua","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Red","NO","SI","SI","NO","NO","SI","SI","SI","SI","NO","NO","NO","NO","DCI_1"
"15915","Urbano","Pr_19","Mujer","Campesino","Oriente","3","2","Carretera","Casa","Zinc","Cemento","Hormigon","Malo","Malo","Malo","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","SI","SI","NO","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"15734","Urbano","Pr_19","Mujer","IESSGen","Oriente","3","1","Carretera","Depar","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","Tuberia","DentroVivienda","Tuberia","SI","NO","SI","SI","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"2663","Rural","Pr_05","Hombre","Ninguno","Costa","1","4","Lastrado","Casa","Zinc","Tierra","Hormigon","Bueno","Bueno","Malo","Lenia","Calle","ExclusivoHogar","PozoSeptico","Tuberia","TuberiaFueraDentro","Tuberia","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","SI","NO","DCI_1"
"8547","Rural","Pr_11","Hombre","IESSGen","Costa","3","7","Lastrado","Casa","Hormigon","Cemento","Hormigon","Regular","Regular","Regular","Gas","Queman","ExclusivoHogar","PozoSeptico","Rio","TuberiaFuera","MananNoProteg","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"16577","Urbano","Pr_21","Hombre","IESSGen","Oriente","3","5","Lastrado","Casa","Zinc","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","SI","NO","SI","SI","NO","NO","SI","NO","NO","NO","NO","DCI_0"
"10517","Urbano","Pr_13","Hombre","Ninguno","Sierra","3","2","Carretera","Casa","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","NO","NO","NO","SI","SI","NO","NO","NO","DCI_0"
"10282","Urbano","Pr_12","Mujer","Ninguno","Sierra","4","4","Empedrado","Mediagua","Zinc","Ceramica","Hormigon","Regular","Regular","Regular","Gas","Municipio","NoTiene","PozoSeptico","Otro","Otro","Red","NO","NO","NO","NO","NO","NO","NO","SI","NO","NO","SI","SI","SI","DCI_1"
"2732","Rural","Pr_05","Mujer","IESSGen","Costa","3","1","Lastrado","Casa","Teja","Tabla","Hormigon","Regular","Regular","Regular","Gas","Municipio","NoTiene","PozoSeptico","RedPublica","TuberiaFueraDentro","Red","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"3712","Urbano","Pr_07","Mujer","Ninguno","Sierra","3","4","Carretera","Casa","Zinc","Cemento","Asbesto","Malo","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","SI","NO","SI","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"14293","Urbano","Pr_17","Mujer","Ninguno","Costa","3","1","Carretera","Casa","Hormigon","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","NO","SI","SI","NO","SI","SI","SI","NO","NO","SI","NO","NO","DCI_1"
"6362","Urbano","Pr_09","Mujer","IESSGen","Sierra","3","1","Carretera","Depar","Hormigon","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","SI","NO","SI","SI","SI","SI","SI","SI","DCI_0"
"15663","Rural","Pr_19","Mujer","Ninguno","Oriente","1","4","Carretera","Casa","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","NO","SI","SI","SI","SI","NO","SI","NO","SI","NO","NO","NO","DCI_0"
"9041","Urbano","Pr_12","Hombre","Ninguno","Sierra","5","5","Empedrado","Mediagua","Zinc","Duela","Hormigon","Regular","Regular","Regular","Electricidad","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Red","NO","SI","SI","NO","SI","SI","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"18609","Urbano","Pr_23","Mujer","Ninguno","Costa","3","4","Empedrado","Casa","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","SI","SI","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"11064","Rural","Pr_13","Mujer","Campesino","Sierra","5","5","Empedrado","Casa","Zinc","Cemento","Hormigon","Malo","Malo","Malo","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","SI","NO","NO","DCI_0"
"1560","Rural","Pr_03","Hombre","Campesino","Costa","4","6","Lastrado","Casa","Asbesto","Duela","Hormigon","Regular","Bueno","Bueno","Gas","Municipio","Compartido","PozoSeptico","RedPublica","DentroVivienda","Red","SI","SI","SI","NO","SI","SI","SI","SI","SI","NO","SI","NO","NO","DCI_0"
"19183","Urbano","Pr_23","Hombre","Ninguno","Costa","2","7","Lastrado","Depar","Hormigon","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","SI","NO","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"3292","Urbano","Pr_06","Hombre","Ninguno","Costa","3","4","Carretera","Casa","Teja","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","NO","SI","NO","SI","NO","SI","SI","SI","SI","SI","NO","DCI_0"
"2402","Rural","Pr_05","Mujer","Ninguno","Costa","3","8","Carretera","Mediagua","Teja","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","PozoCiego","RedPublica","TuberiaFueraDentro","Red","NO","NO","NO","NO","NO","NO","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"9015","Urbano","Pr_12","Mujer","Ninguno","Sierra","3","4","Carretera","Rancho","Zinc","Tabla","Cania","Regular","Malo","Regular","Gas","Municipio","ExclusivoHogar","PozoSeptico","RedPublica","DentroVivienda","Ebotellada","NO","NO","SI","NO","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"4507","Urbano","Pr_07","Mujer","Ninguno","Sierra","3","4","Carretera","Casa","Zinc","Ceramica","Hormigon","Regular","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"5004","Rural","Pr_07","Mujer","Ninguno","Sierra","3","4","Lastrado","Casa","Zinc","Duela","Hormigon","Regular","Malo","Regular","Gas","Municipio","Compartido","PozoSeptico","Tuberia","DentroVivienda","Tuberia","SI","NO","NO","NO","SI","SI","NO","NO","SI","NO","SI","SI","NO","DCI_0"
"16487","Urbano","Pr_21","Mujer","IESSGen","Oriente","3","2","Carretera","Mediagua","Palma","Cemento","Madera","Malo","Malo","Malo","Gas","Municipio","ExclusivoHogar","Alcantarillado","Otro","Otro","Lluvia","SI","NO","SI","SI","NO","NO","NO","NO","SI","NO","NO","NO","NO","DCI_1"
"10881","Urbano","Pr_13","Mujer","IESSGen","Sierra","3","2","Carretera","Casa","Hormigon","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","NO","NO","SI","SI","NO","SI","SI","SI","SI","SI","NO","NO","SI","DCI_0"
"3874","Urbano","Pr_07","Hombre","Ninguno","Sierra","3","4","Carretera","Depar","Hormigon","Duela","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","NO","NO","SI","SI","NO","SI","SI","SI","SI","NO","NO","NO","NO","DCI_0"
"8897","Urbano","Pr_11","Hombre","Ninguno","Costa","1","1","Carretera","Casa","Hormigon","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","SI","NO","NO","SI","SI","SI","SI","SI","DCI_0"
"7343","Urbano","Pr_09","Hombre","Ninguno","Sierra","5","2","Lastrado","Casa","Zinc","Cemento","Hormigon","Bueno","Regular","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","NO","SI","NO","SI","SI","NO","SI","SI","NO","SI","SI","SI","DCI_1"
"14939","Urbano","Pr_18","Hombre","Ninguno","Costa","3","3","Carretera","Depar","Zinc","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","NO","SI","NO","NO","SI","NO","SI","SI","NO","NO","NO","NO","DCI_1"
"968","Rural","Pr_02","Hombre","Ninguno","Costa","5","2","Carretera","Casa","Zinc","Tabla","Hormigon","Regular","Regular","Regular","Gas","Municipio","NoTiene","PozoCiego","Tuberia","DentroVivienda","Tuberia","NO","NO","SI","NO","SI","SI","NO","SI","SI","NO","SI","SI","SI","DCI_0"
"17963","Rural","Pr_22","Hombre","Ninguno","Oriente","3","8","Empedrado","Casa","Zinc","Tabla","Madera","Bueno","Bueno","Bueno","Gas","Entierran","NoTiene","PozoCiego","Pozo","TuberiaFueraDentro","PozoEntubado","NO","NO","NO","NO","NO","NO","NO","NO","SI","NO","SI","NO","NO","DCI_0"
"896","Rural","Pr_02","Hombre","Campesino","Costa","3","8","Lastrado","Casa","Zinc","Tabla","Madera","Regular","Regular","Regular","Gas","Queman","ExclusivoHogar","PozoSeptico","Tuberia","TuberiaFueraDentro","Tuberia","NO","NO","SI","NO","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"3988","Urbano","Pr_07","Hombre","Ninguno","Sierra","3","6","Lastrado","Casa","Zinc","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","SI","SI","SI","SI","NO","SI","SI","SI","SI","NO","NO","DCI_1"
"19800","Urbano","Pr_24","Hombre","Ninguno","Sierra","3","1","Lastrado","Casa","Hormigon","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","NoTiene","PozoSeptico","Pozo","Otro","PozoEntubado","NO","SI","SI","NO","NO","NO","NO","NO","SI","NO","NO","NO","NO","DCI_1"
"15392","Rural","Pr_18","Hombre","IESSGen","Costa","3","1","Lastrado","Casa","Asbesto","Cemento","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","Tuberia","DentroVivienda","Tuberia","NO","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","NO","DCI_1"
"15725","Urbano","Pr_19","Mujer","IESSGen","Oriente","3","8","Lastrado","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Ebotellada","SI","SI","SI","SI","SI","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"16545","Urbano","Pr_21","Mujer","Ninguno","Oriente","3","5","Empedrado","Casa","Zinc","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","SI","SI","NO","NO","SI","NO","SI","SI","NO","NO","NO","NO","DCI_1"
"10136","Urbano","Pr_12","Mujer","IESSVol","Sierra","5","6","Lastrado","Casa","Zinc","Cemento","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","NO","SI","NO","NO","NO","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
"14317","Urbano","Pr_17","Hombre","IESSVol","Costa","3","7","Carretera","Depar","Hormigon","Duela","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","DCI_0"
"14945","Urbano","Pr_18","Hombre","Ninguno","Costa","3","1","Carretera","Casa","Hormigon","Ceramica","Hormigon","Bueno","Bueno","Bueno","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","SI","SI","SI","SI","SI","SI","NO","NO","NO","DCI_1"
"4732","Urbano","Pr_07","Hombre","IESSGen","Sierra","3","7","Lastrado","Casa","Hormigon","Ceramica","Hormigon","Regular","Regular","Regular","Gas","Municipio","ExclusivoHogar","Alcantarillado","RedPublica","DentroVivienda","Red","SI","SI","SI","SI","NO","SI","NO","SI","SI","NO","NO","NO","NO","DCI_0"
